db_name,table_schema,table_name,table_comment,column_position,column_name,data_type,is_nullable,column_default,column_comment,constraint_type,constraint_name
visary_webapi_db,Data,CashFlowParameterValue_CashFlowPeriods,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_CashFlowParameterValue_CashFlowPeriods_CashFlowPeriod_Objec~
visary_webapi_db,Data,CashFlowPeriod,,1,ID,int4,NO,,,PRIMARY KEY,PK_CashFlowPeriod
visary_webapi_db,Data,CashFlowPeriod,,2,CashFlowID,int4,NO,,,FOREIGN KEY,FK_CashFlowPeriod_CashFlow_CashFlowID
visary_webapi_db,Data,CashFlowPeriod,,3,StartDate,date,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,4,EndDate,date,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,5,PrevID,int4,YES,,,FOREIGN KEY,FK_CashFlowPeriod_CashFlowPeriod_PrevID
visary_webapi_db,Data,CashFlowPeriod,,6,ModelPeriodNum,int4,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,7,FlatSalesArea,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,8,FlatIndexedCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,9,FlatSalesPercent,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,10,FlatTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,11,InstallmentTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,12,InitialInstallmentCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,13,InstallmentCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,14,MortgageTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,15,MortgageTotal,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,16,CommerceSalesArea,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,17,CommerceCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,18,CommerceTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,19,StorageSalesArea,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,20,StorageCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,21,StorageTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,22,ParkingSalesAmount,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,23,ParkingCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,24,ParkingTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,25,TotalCostAll,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,26,TotalCostPeriod,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,27,TotalCostAccumulated,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,28,FactTotalCostAll,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,29,EscrowIncome,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,30,EscrowIncomeTotal,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,31,EscrowOutcome,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,32,EscrowAverage,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,33,InstallmentEscrowIncome,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,34,InstallmentEscrowIncomeTotal,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,35,MortgageEscrowIncome,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,36,MortgageEscrowIncomeTotal,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,37,OtherEscrowIncome,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,38,FactEscrowBalance,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,39,OperationalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,40,Income,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,41,Cost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,42,TaxDiscount,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,43,Taxes,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,44,Investments,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,45,DiscountedInvestments,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,46,CostAfterTaxes,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,47,OperationalFlow,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,48,SelfParticipation,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,49,CreditServing,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,50,CreditIn,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,51,CreditOut,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,52,CreditSaldoIn,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,53,CreditSaldoOut,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,54,AverageCredit,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,55,CreditPayment,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,56,CreditPayoff,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,57,CoveredEscrow,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,58,UnCoveredEscrow,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,59,CoveredEscrowPayment,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,60,UnCoveredEscrowPayment,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,61,PercentageSoFar,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,62,ToPayoff,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,63,CFAfter,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,64,FCFF,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,65,FCFFAccumulated,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,66,ControlSum1,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,67,DebtAverage,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,68,PaymentSchedule,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,69,NetCashFlow,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,70,NPV,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,71,DiscountPeriod,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,72,DiscountFactor,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,73,DCSR,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,74,LTV,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,75,ValueBeforeTaxes,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,76,TotalPaymentSum,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,77,FactPaymentSum,numeric,NO,,,,
visary_webapi_db,Data,CashFlowPeriod,,78,Hidden,bool,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,1,ID,int4,NO,,,PRIMARY KEY,PK_CashFlowSalesData
visary_webapi_db,Data,CashFlowSalesData,,2,PeriodID,int4,YES,,,FOREIGN KEY,FK_CashFlowSalesData_CashFlowPeriod_PeriodID
visary_webapi_db,Data,CashFlowSalesData,,3,CalculationID,int4,YES,,,FOREIGN KEY,FK_CashFlowSalesData_CashFlowCalculation_CalculationID
visary_webapi_db,Data,CashFlowSalesData,,4,RoomCategory,int4,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,5,RoomKindID,int4,YES,,,FOREIGN KEY,FK_CashFlowSalesData_RoomKind_RoomKindID
visary_webapi_db,Data,CashFlowSalesData,,6,SalesArea,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,7,IndexedCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,8,TotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,9,FactSalesArea,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,10,FactIndexedCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,11,FactTotalCost,numeric,NO,,,,
visary_webapi_db,Data,CashFlowSalesData,,12,Hidden,bool,NO,,,,
visary_webapi_db,Data,CashFlowScript,,1,ID,int4,NO,,,PRIMARY KEY,PK_CashFlowScript
visary_webapi_db,Data,CashFlowScript,,2,ParentID,int4,YES,,,FOREIGN KEY,FK_CashFlowScript_CashFlowScript_ParentID
visary_webapi_db,Data,CashFlowScript,,3,CashFlowID,int4,NO,,,FOREIGN KEY,FK_CashFlowScript_CashFlow_CashFlowID
visary_webapi_db,Data,CashFlowScript,,4,Title,varchar(500),YES,,,,
visary_webapi_db,Data,CashFlowScript,,5,Type,int4,NO,,,,
visary_webapi_db,Data,CashFlowScript,,6,InCount,bool,NO,,,,
visary_webapi_db,Data,CashFlowScript,,7,Comment,text,YES,,,,
visary_webapi_db,Data,CashFlowScript,,8,SortOrder,float8,NO,,,,
visary_webapi_db,Data,CashFlowScript,,9,CalcDateTime,timestamptz,NO,,,,
visary_webapi_db,Data,CashFlowScript,,10,Hidden,bool,NO,,,,
visary_webapi_db,Data,CashFlowScript,,11,SysAllParents,text,YES,,,,
visary_webapi_db,Data,CashFlowScriptToCashFlowScript,,1,ID,int4,NO,,,PRIMARY KEY,PK_CashFlowScriptToCashFlowScript
visary_webapi_db,Data,CashFlowScriptToCashFlowScript,,2,Hidden,bool,NO,,,,
visary_webapi_db,Data,CashFlowScriptToCashFlowScript,,3,ObjLeftId,int4,NO,,,FOREIGN KEY,FK_CashFlowScriptToCashFlowScript_CashFlowScript_ObjLeftId
visary_webapi_db,Data,CashFlowScriptToCashFlowScript,,4,ObjRightId,int4,NO,,,FOREIGN KEY,FK_CashFlowScriptToCashFlowScript_CashFlowScript_ObjRightId
visary_webapi_db,Data,CategoryProblemsOrganization,,1,ID,int4,NO,,,PRIMARY KEY,PK_CategoryProblemsOrganization
visary_webapi_db,Data,CategoryProblemsOrganization,,2,Title,text,YES,,,,
visary_webapi_db,Data,CategoryProblemsOrganization,,3,Code,text,YES,,,,
visary_webapi_db,Data,CategoryProblemsOrganization,,4,ModifiedByID,int4,YES,,,FOREIGN KEY,FK_CategoryProblemsOrganization_User_ModifiedByID
visary_webapi_db,Data,CategoryProblemsOrganization,,5,ModifiedAt,timestamptz,NO,,,,
visary_webapi_db,Data,CategoryProblemsOrganization,,6,Hidden,bool,NO,,,,
visary_webapi_db,Data,Chapter,,1,ID,int4,NO,,,PRIMARY KEY,PK_Chapter
visary_webapi_db,Data,Chapter,,2,Status,int4,NO,,,,
visary_webapi_db,Data,Chapter,,3,ChapterNum,text,YES,,,,
visary_webapi_db,Data,Chapter,,4,Weight,float8,NO,,,,
visary_webapi_db,Data,Chapter,,5,Version,timestamptz,YES,,,,
visary_webapi_db,Data,Chapter,,6,Code,varchar(4),YES,,,,
visary_webapi_db,Data,Chapter,,7,CurrentUserID,int4,YES,,,FOREIGN KEY,FK_Chapter_User_CurrentUserID
visary_webapi_db,Data,Chapter,,8,Hidden,bool,NO,,,,
visary_webapi_db,Data,Chapter,,9,SysAllParents,text,YES,,,,
visary_webapi_db,Data,Chapter,,10,SortOrder,float8,NO,,,,
visary_webapi_db,Data,Chapter,,11,ParentID,int4,YES,,,FOREIGN KEY,FK_Chapter_Chapter_ParentID
visary_webapi_db,Data,Chapter,,12,Title,varchar(500),YES,,,,
visary_webapi_db,Data,CheckList,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckList
visary_webapi_db,Data,CheckList,,2,SubmittedDocumentsID,int4,YES,,,FOREIGN KEY,FK_CheckList_SubmittedDocuments_SubmittedDocumentsID
visary_webapi_db,Data,CheckList,,3,Title,text,YES,,,,
visary_webapi_db,Data,CheckList,,4,ProjectID,int4,YES,,,,
visary_webapi_db,Data,CheckList,,5,SiteID,int4,YES,,,,
visary_webapi_db,Data,CheckList,,6,ResponsibleID,int4,YES,,,FOREIGN KEY,FK_CheckList_User_ResponsibleID
visary_webapi_db,Data,CheckList,,7,Comment,text,YES,,,,
visary_webapi_db,Data,CheckList,,8,Status,int4,NO,,,,
visary_webapi_db,Data,CheckList,,9,Version,timestamptz,YES,,,,
visary_webapi_db,Data,CheckList,,10,Errors,text,YES,,,,
visary_webapi_db,Data,CheckList,,11,Subject,text,YES,,,,
visary_webapi_db,Data,CheckList,,12,Message,text,YES,,,,
visary_webapi_db,Data,CheckList,,13,Files,text,YES,,,,
visary_webapi_db,Data,CheckList,,14,Deadline,int4,NO,,,,
visary_webapi_db,Data,CheckList,,15,ReportFiles,text,YES,,,,
visary_webapi_db,Data,CheckList,,16,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckListCalculation,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckListCalculation
visary_webapi_db,Data,CheckListCalculation,,1,ID,int4,NO,,,FOREIGN KEY,FK_CheckListCalculation_CheckList_ID
visary_webapi_db,Data,CheckListCalculation,,2,DocsCount,int4,YES,,,,
visary_webapi_db,Data,CheckListCalculation,,3,AcceptedDocsCount,int4,YES,,,,
visary_webapi_db,Data,CheckListCalculation,,4,DocsNotProvided,int4,YES,,,,
visary_webapi_db,Data,CheckListCalculation,,5,DocsClarificationNeeded,int4,YES,,,,
visary_webapi_db,Data,CheckListCalculation,,6,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckListItem,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckListItem
visary_webapi_db,Data,CheckListItem,,2,FileLink,text,YES,,,,
visary_webapi_db,Data,CheckListItem,,3,isApproved,bool,NO,,,,
visary_webapi_db,Data,CheckListItem,,4,Comment,varchar(500),YES,,,,
visary_webapi_db,Data,CheckListItem,,5,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckListToDocSubType,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckListToDocSubType
visary_webapi_db,Data,CheckListToDocSubType,,2,CheckListID,int4,YES,,,FOREIGN KEY,FK_CheckListToDocSubType_CheckList_CheckListID
visary_webapi_db,Data,CheckListToDocSubType,,3,DocSubTypeID,int4,YES,,,FOREIGN KEY,FK_CheckListToDocSubType_DocSubType_DocSubTypeID
visary_webapi_db,Data,CheckListToDocSubType,,4,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckList_Observers,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckList_Observers
visary_webapi_db,Data,CheckList_Observers,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_CheckList_Observers_CheckList_OwnerID
visary_webapi_db,Data,CheckList_Observers,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_CheckList_Observers_User_ObjectID
visary_webapi_db,Data,CheckList_Recipients,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckList_Recipients
visary_webapi_db,Data,CheckList_Recipients,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_CheckList_Recipients_CheckList_OwnerID
visary_webapi_db,Data,CheckList_Recipients,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_CheckList_Recipients_User_ObjectID
visary_webapi_db,Data,CheckPoint,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckPoint
visary_webapi_db,Data,CheckPoint,,2,Title,text,YES,,,,
visary_webapi_db,Data,CheckPoint,,3,EndPlanDate,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,4,EndFactDate,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,5,ForecastDate,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,6,Comment,text,YES,,,,
visary_webapi_db,Data,CheckPoint,,7,ResponsibleID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_User_ResponsibleID
visary_webapi_db,Data,CheckPoint,,8,Color,text,YES,,,,
visary_webapi_db,Data,CheckPoint,,9,IDSuspensiveCondition,int4,YES,,,,
visary_webapi_db,Data,CheckPoint,,10,TypeSuspensiveConditionID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_TypeSuspensiveCondition_TypeSuspensiveConditionID
visary_webapi_db,Data,CheckPoint,,11,StartDateSC,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,12,EndDateSC,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,13,FrequencyMonitoringID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_FrequencyMonitoring_FrequencyMonitoringID
visary_webapi_db,Data,CheckPoint,,14,LiveSuspensiveConditionID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_LiveSuspensiveCondition_LiveSuspensiveConditionID
visary_webapi_db,Data,CheckPoint,,15,Synchronized,bool,NO,,,,
visary_webapi_db,Data,CheckPoint,,16,EditDate,timestamptz,YES,,,,
visary_webapi_db,Data,CheckPoint,,17,NearestMonitoringDate,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,18,SourceSuspensiveCondition,int4,YES,,,,
visary_webapi_db,Data,CheckPoint,,19,Audit,bool,NO,,,,
visary_webapi_db,Data,CheckPoint,,20,Fine,bool,NO,,,,
visary_webapi_db,Data,CheckPoint,,21,FineDate,date,YES,,,,
visary_webapi_db,Data,CheckPoint,,22,BackOfficeConfirmed,bool,NO,,,,
visary_webapi_db,Data,CheckPoint,,23,ControlPeriodByEventID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_ControlPeriodByEvent_ControlPeriodByEventID
visary_webapi_db,Data,CheckPoint,,24,CollateralInsuranceContractID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_CollateralInsuranceContract_CollateralInsuranceC~
visary_webapi_db,Data,CheckPoint,,25,FeatureIssueConditionID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_FeatureIssueCondition_FeatureIssueConditionID
visary_webapi_db,Data,CheckPoint,,26,ParticipantsID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_ParticipantsIssueCondition_ParticipantsID
visary_webapi_db,Data,CheckPoint,,27,ModifiedByID,int4,YES,,,FOREIGN KEY,FK_CheckPoint_User_ModifiedByID
visary_webapi_db,Data,CheckPoint,,28,ModifiedAt,timestamptz,NO,,,,
visary_webapi_db,Data,CheckPoint,,29,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckPointResponsible,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckPointResponsible
visary_webapi_db,Data,CheckPointResponsible,,2,ProjectManagementRoleID,int4,YES,,,FOREIGN KEY,FK_CheckPointResponsible_ProjectManagementRole_ProjectManageme~
visary_webapi_db,Data,CheckPointResponsible,,3,UserID,int4,YES,,,FOREIGN KEY,FK_CheckPointResponsible_User_UserID
visary_webapi_db,Data,CheckPointResponsible,,4,ModifiedByID,int4,YES,,,FOREIGN KEY,FK_CheckPointResponsible_User_ModifiedByID
visary_webapi_db,Data,CheckPointResponsible,,5,ModifiedAt,timestamptz,NO,,,,
visary_webapi_db,Data,CheckPointResponsible,,6,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckPointToCheckPointResponsible,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckPointToCheckPointResponsible
visary_webapi_db,Data,CheckPointToCheckPointResponsible,,2,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckPointToCheckPointResponsible,,3,ObjLeftId,int4,NO,,,FOREIGN KEY,FK_CheckPointToCheckPointResponsible_CheckPoint_ObjLeftId
visary_webapi_db,Data,CheckPointToCheckPointResponsible,,4,ObjRightId,int4,NO,,,FOREIGN KEY,FK_CheckPointToCheckPointResponsible_CheckPointResponsible_Obj~
visary_webapi_db,Data,CheckPointToParticipantIssueCondition,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckPointToParticipantIssueCondition
visary_webapi_db,Data,CheckPointToParticipantIssueCondition,,2,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckPointToParticipantIssueCondition,,3,ObjLeftId,int4,NO,,,FOREIGN KEY,FK_CheckPointToParticipantIssueCondition_CheckPoint_ObjLeftId
visary_webapi_db,Data,CheckPointToParticipantIssueCondition,,4,ObjRightId,int4,NO,,,FOREIGN KEY,FK_CheckPointToParticipantIssueCondition_ParticipantsIssueCond~
visary_webapi_db,Data,CheckRequery,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckRequery
visary_webapi_db,Data,CheckRequery,,2,Title,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,3,CheckListID,int4,NO,,,FOREIGN KEY,FK_CheckRequery_CheckList_CheckListID
visary_webapi_db,Data,CheckRequery,,4,Message,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,5,Deadline,int4,YES,,,,
visary_webapi_db,Data,CheckRequery,,6,Files,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,7,ReplyMessage,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,8,ReplyFiles,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,9,CreateDate,timestamptz,NO,,,,
visary_webapi_db,Data,CheckRequery,,10,AuthorID,int4,YES,,,FOREIGN KEY,FK_CheckRequery_User_AuthorID
visary_webapi_db,Data,CheckRequery,,11,WhoChangeID,int4,YES,,,FOREIGN KEY,FK_CheckRequery_User_WhoChangeID
visary_webapi_db,Data,CheckRequery,,12,Changed,timestamptz,YES,,,,
visary_webapi_db,Data,CheckRequery,,13,IsProcessed,bool,NO,,,,
visary_webapi_db,Data,CheckRequery,,14,Color,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,15,Errors,text,YES,,,,
visary_webapi_db,Data,CheckRequery,,16,Type,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,17,Status,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,18,ReplyDateTime,timestamptz,YES,,,,
visary_webapi_db,Data,CheckRequery,,19,AuditID,int4,YES,,,FOREIGN KEY,FK_CheckRequery_ProjectAudit_AuditID
visary_webapi_db,Data,CheckRequery,,20,AcceptedDocsCount,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,21,DocsNotProvided,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,22,DocsCount,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,23,DocsClarificationNeeded,int4,NO,,,,
visary_webapi_db,Data,CheckRequery,,24,Hidden,bool,NO,,,,
visary_webapi_db,Data,CheckRequery_Observers,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckRequery_Observers
visary_webapi_db,Data,CheckRequery_Observers,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_CheckRequery_Observers_CheckRequery_OwnerID
visary_webapi_db,Data,CheckRequery_Observers,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_CheckRequery_Observers_User_ObjectID
visary_webapi_db,Data,CheckRequery_Recipients,,1,ID,int4,NO,,,PRIMARY KEY,PK_CheckRequery_Recipients
visary_webapi_db,Data,CheckRequery_Recipients,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_CheckRequery_Recipients_CheckRequery_OwnerID
visary_webapi_db,Data,CheckRequery_Recipients,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_CheckRequery_Recipients_User_ObjectID
visary_webapi_db,Data,ClientData,,1,ID,int4,NO,,,PRIMARY KEY,PK_ClientData
visary_webapi_db,Data,ClientData,,2,QuarterRatesPricesID,int4,YES,,,FOREIGN KEY,FK_ClientData_QuarterRatesPrices_QuarterRatesPricesID
visary_webapi_db,Data,ClientData,,3,SiteRatesPricesID,int4,YES,,,FOREIGN KEY,FK_ClientData_SiteRatesPrices_SiteRatesPricesID
visary_webapi_db,Data,ClientData,,4,Stage,int4,YES,,,,
visary_webapi_db,Data,ClientData,,5,PeriodStartDate,date,YES,,,,
visary_webapi_db,Data,ClientData,,6,ResidentialRates,float8,YES,,,,
visary_webapi_db,Data,ClientData,,7,ResidentialCost,numeric,YES,,,,
visary_webapi_db,Data,ClientData,,8,NonresidentialRates,float8,YES,,,,
visary_webapi_db,Data,ClientData,,9,NonresidentialCost,numeric,YES,,,,
visary_webapi_db,Data,ClientData,,10,OthernonresidentialRates,float8,YES,,,,
visary_webapi_db,Data,ClientData,,11,OtherNonresidentialCost,numeric,YES,,,,
visary_webapi_db,Data,ClientData,,12,ParkingRates,float8,YES,,,,
visary_webapi_db,Data,ClientData,,13,ParkingCost,numeric,YES,,,,
visary_webapi_db,Data,ClientData,,14,Date,date,YES,,,,
visary_webapi_db,Data,ClientData,,15,SiteID,int4,YES,,,,
visary_webapi_db,Data,ClientData,,16,ODCountRes,int4,YES,,,,
visary_webapi_db,Data,ClientData,,17,ODCountNonRes,int4,YES,,,,
visary_webapi_db,Data,ClientData,,18,ODCountOtherNonRes,int4,YES,,,,
visary_webapi_db,Data,ClientData,,19,ODCountParking,int4,YES,,,,
visary_webapi_db,Data,ClientData,,20,Hidden,bool,NO,,,,
visary_webapi_db,Data,ClientSegment,,1,ID,int4,NO,,,PRIMARY KEY,PK_ClientSegment
visary_webapi_db,Data,ClientSegment,,2,Title,text,YES,,,,
visary_webapi_db,Data,ClientSegment,,3,Code,text,YES,,,,
visary_webapi_db,Data,ClientSegment,,4,ModifiedByID,int4,YES,,,FOREIGN KEY,FK_ClientSegment_User_ModifiedByID
visary_webapi_db,Data,ClientSegment,,5,ModifiedAt,timestamptz,NO,,,,
visary_webapi_db,Data,ClientSegment,,6,Hidden,bool,NO,,,,
visary_webapi_db,Data,ClosureDocument,,1,ID,int4,NO,,,PRIMARY KEY,PK_ClosureDocument
visary_webapi_db,Data,ClosureDocument,,2,Number,text,YES,,,,
visary_webapi_db,Data,ClosureDocument,,3,ContractID,int4,YES,,,FOREIGN KEY,FK_ClosureDocument_Contract_ContractID
visary_webapi_db,Data,ClosureDocument,,4,DocDate,date,NO,,,,
visary_webapi_db,Data,ClosureDocument,,5,Status,int4,YES,,,,
visary_webapi_db,Data,ClosureDocument,,6,ProjectDocID,int4,YES,,,FOREIGN KEY,FK_ClosureDocument_ProjectDoc_ProjectDocID
visary_webapi_db,Data,ClosureDocument,,7,Organization,text,YES,,,,
visary_webapi_db,Data,ClosureDocument,,8,Version,timestamptz,YES,,,,
visary_webapi_db,Data,ClosureDocument,,9,Files,text,YES,,,,
visary_webapi_db,Data,ClosureDocument,,10,ClosingSum,numeric,NO,,,,
visary_webapi_db,Data,ClosureDocument,,11,Hidden,bool,NO,,,,
visary_webapi_db,Data,ClosureDocumentToAudit,,1,ID,int4,NO,,,PRIMARY KEY,PK_ClosureDocumentToAudit
visary_webapi_db,Data,ClosureDocumentToAudit,,2,ClosureDocumentID,int4,YES,,,FOREIGN KEY,FK_ClosureDocumentToAudit_ClosureDocument_ClosureDocumentID
visary_webapi_db,Data,ClosureDocumentToAudit,,3,AuditID,int4,YES,,,FOREIGN KEY,FK_ClosureDocumentToAudit_ProjectAudit_AuditID
visary_webapi_db,Data,ClosureDocumentToAudit,,4,Sum,numeric,NO,,,,
visary_webapi_db,Data,ClosureDocumentToAudit,,5,Hidden,bool,NO,,,,
visary_webapi_db,Data,CodeControlEvent,,1,ID,int4,NO,,,PRIMARY KEY,PK_CodeControlEvent
visary_webapi_db,Data,CodeControlEvent,,2,Title,text,YES,,,,
visary_webapi_db,Data,CodeControlEvent,,3,Code,text,YES,,,,
visary_webapi_db,Data,CodeControlEvent,,4,ModifiedByID,int4,YES,,,FOREIGN KEY,FK_CodeControlEvent_User_ModifiedByID
visary_webapi_db,Data,CodeControlEvent,,5,ModifiedAt,timestamptz,NO,,,,
visary_webapi_db,Data,CodeControlEvent,,6,Hidden,bool,NO,,,,
